	antecedents	consequents	antecedent support	consequent support	support	confidence	lift	leverage	conviction	dataset	prior	confidence+prior
14628	namely,	SUBJ.subjective	72.0	4514.0	31.0	0.431	0.858	-0.001	0.875	SUBJ	0.502	43.1 (50.2)
11891	though,	SST-2.positive	302.0	33784.0	130.0	0.43	0.772	-0.001	0.777	SST-2	0.557	43.0 (55.7)
10571	frequently,	MNLI.neutral	1668.0	134009.0	718.0	0.43	1.293	0.0	1.171	MNLI	0.333	43.0 (33.3)
11824	by_contrast,	SST-2.negative	388.0	26831.0	167.0	0.43	0.972	-0.0	0.979	SST-2	0.443	43.0 (44.3)
8563	now,	Sarcasm.sarcasm	93.0	2107.0	40.0	0.43	0.862	-0.002	0.879	Sarcasm	0.499	43.0 (49.9)
10572	frankly,	MNLI.neutral	2238.0	134009.0	962.0	0.43	1.291	0.001	1.17	MNLI	0.333	43.0 (33.3)
12644	unsurprisingly,	QNLI.entailment	2241.0	48224.0	962.0	0.429	0.859	-0.002	0.877	QNLI	0.5	42.9 (50.0)
10573	basically,	MNLI.neutral	657.0	134009.0	282.0	0.429	1.289	0.0	1.169	MNLI	0.333	42.9 (33.3)
65	initially,	PDTB.Entrel	240.0	4419.0	103.0	0.429	1.823	0.002	1.339	PDTB	0.135	42.9 (13.5)
14629	ironically,	SUBJ.subjective	56.0	4514.0	24.0	0.429	0.854	-0.0	0.872	SUBJ	0.502	42.9 (50.2)
12646	or,	QNLI.entailment	98.0	48224.0	42.0	0.429	0.858	-0.0	0.876	QNLI	0.5	42.9 (50.0)
7474	yet,	EmoBankDominance.high	63.0	2779.0	27.0	0.429	1.109	0.0	1.074	EmoBankD	0.387	42.9 (38.7)
11892	in_short,	SST-2.positive	637.0	33784.0	273.0	0.429	0.769	-0.001	0.775	SST-2	0.557	42.9 (55.7)
11826	indeed,	SST-2.negative	210.0	26831.0	90.0	0.429	0.968	-0.0	0.975	SST-2	0.443	42.9 (44.3)
6238	meantime,	Implicature.high	49.0	1958.0	21.0	0.429	0.917	-0.0	0.932	Implicature	0.467	42.9 (46.7)
12648	eventually,	QNLI.entailment	344.0	48224.0	147.0	0.427	0.855	-0.0	0.874	QNLI	0.5	42.7 (50.0)
11895	second,	SST-2.positive	110.0	33784.0	47.0	0.427	0.767	-0.0	0.773	SST-2	0.557	42.7 (55.7)
11896	well,	SST-2.positive	171.0	33784.0	73.0	0.427	0.766	-0.0	0.772	SST-2	0.557	42.7 (55.7)
3479	lately,	SwitchBoard.Statement-non-opinion	68.0	3167.0	29.0	0.426	2.834	0.001	1.481	SwitchBoard	0.156	42.6 (15.6)
10574	still,	MNLI.neutral	561.0	134009.0	239.0	0.426	1.279	0.0	1.162	MNLI	0.333	42.6 (33.3)
10575	consequently	MNLI.entailment	533.0	134364.0	227.0	0.426	1.276	0.0	1.16	MNLI	0.334	42.6 (33.4)
12092	seriously,	QQP.duplicate	9808.0	120732.0	4175.0	0.426	1.152	0.002	1.098	QQP	0.369	42.6 (36.9)
14630	basically,	SUBJ.subjective	47.0	4514.0	20.0	0.426	0.848	-0.0	0.868	SUBJ	0.502	42.6 (50.2)
264	by_contrast,	PDTB.Expansion	228.0	7633.0	97.0	0.425	1.046	0.0	1.033	PDTB	0.234	42.5 (23.4)
68	presently,	PDTB.Entrel	80.0	4419.0	34.0	0.425	1.805	0.001	1.33	PDTB	0.135	42.5 (13.5)
12650	technically,	QNLI.not_entailment	2464.0	48313.0	1047.0	0.425	0.849	-0.002	0.869	QNLI	0.5	42.5 (50.0)
9905	currently,	RTE.not_entailment	73.0	1371.0	31.0	0.425	0.857	-0.002	0.877	RTE	0.496	42.5 (49.6)
12649	realistically,	QNLI.entailment	73.0	48224.0	31.0	0.425	0.85	-0.0	0.87	QNLI	0.5	42.5 (50.0)
10576	still,	MNLI.contradiction	561.0	134101.0	238.0	0.424	1.273	0.0	1.158	MNLI	0.333	42.4 (33.3)
12651	nationally,	QNLI.not_entailment	1452.0	48313.0	616.0	0.424	0.848	-0.001	0.868	QNLI	0.5	42.4 (50.0)
10577	especially,	MNLI.entailment	1709.0	134364.0	725.0	0.424	1.271	0.0	1.157	MNLI	0.334	42.4 (33.4)
11828	so,	SST-2.negative	151.0	26831.0	64.0	0.424	0.958	-0.0	0.967	SST-2	0.443	42.4 (44.3)
12093	specifically,	QQP.duplicate	34942.0	120732.0	14808.0	0.424	1.147	0.006	1.094	QQP	0.369	42.4 (36.9)
11829	ideally,	SST-2.negative	59.0	26831.0	25.0	0.424	0.957	-0.0	0.967	SST-2	0.443	42.4 (44.3)
1210	in_the_meantime,	PDTB.Cause	59.0	3745.0	25.0	0.424	1.597	0.001	1.275	PDTBf	0.115	42.4 (11.5)
10578	because_of_that	MNLI.neutral	2944.0	134009.0	1245.0	0.423	1.27	0.001	1.156	MNLI	0.333	42.3 (33.3)
12652	interestingly,	QNLI.entailment	2212.0	48224.0	935.0	0.423	0.846	-0.002	0.867	QNLI	0.5	42.3 (50.0)
9983	ironically,	Cola.not-well-formed	71.0	2850.0	30.0	0.423	1.422	0.001	1.217	Cola	0.297	42.3 (29.7)
10579	firstly,	MNLI.neutral	800.0	134009.0	338.0	0.422	1.269	0.0	1.155	MNLI	0.333	42.2 (33.3)
12094	particularly,	QQP.duplicate	18084.0	120732.0	7638.0	0.422	1.143	0.003	1.092	QQP	0.369	42.2 (36.9)
12653	later,	QNLI.entailment	1563.0	48224.0	660.0	0.422	0.845	-0.001	0.866	QNLI	0.5	42.2 (50.0)
10580	previously,	MNLI.contradiction	1469.0	134101.0	620.0	0.422	1.267	0.0	1.154	MNLI	0.333	42.2 (33.3)
12743	probably,	STAC.Question_answer_pair	403.0	2353.0	170.0	0.422	2.237	0.008	1.403	STAC	0.197	42.2 (19.7)
11900	unsurprisingly,	SST-2.positive	216.0	33784.0	91.0	0.421	0.756	-0.0	0.765	SST-2	0.557	42.1 (55.7)
10582	thirdly,	MNLI.entailment	76.0	134364.0	32.0	0.421	1.261	0.0	1.151	MNLI	0.334	42.1 (33.4)
12745	basically,	STAC.no_relation	57.0	2543.0	24.0	0.421	2.066	0.001	1.375	STAC	0.213	42.1 (21.3)
10581	incidentally,	MNLI.neutral	639.0	134009.0	269.0	0.421	1.264	0.0	1.152	MNLI	0.333	42.1 (33.3)
11832	surprisingly,	SST-2.negative	145.0	26831.0	61.0	0.421	0.95	-0.0	0.962	SST-2	0.443	42.1 (44.3)
12655	surely,	QNLI.entailment	295.0	48224.0	124.0	0.42	0.841	-0.0	0.863	QNLI	0.5	42.0 (50.0)
11901	then,	SST-2.positive	150.0	33784.0	63.0	0.42	0.754	-0.0	0.763	SST-2	0.557	42.0 (55.7)
11902	because_of_that	SST-2.positive	505.0	33784.0	212.0	0.42	0.753	-0.001	0.763	SST-2	0.557	42.0 (55.7)
8566	absolutely,	Sarcasm.sarcasm	162.0	2107.0	68.0	0.42	0.841	-0.003	0.864	Sarcasm	0.499	42.0 (49.9)
7273	slowly,	EmoBankArousal.high	124.0	2985.0	52.0	0.419	0.865	-0.001	0.887	EmoBankA	0.485	41.9 (48.5)
11833	firstly,	SST-2.negative	93.0	26831.0	39.0	0.419	0.947	-0.0	0.96	SST-2	0.443	41.9 (44.3)
1214	inevitably,	PDTB.Cause	74.0	3745.0	31.0	0.419	1.578	0.001	1.264	PDTBf	0.115	41.9 (11.5)
77	technically,	PDTB.Entrel	86.0	4419.0	36.0	0.419	1.778	0.001	1.315	PDTB	0.135	41.9 (13.5)
1216	in_turn,	PDTB.Cause	201.0	3745.0	84.0	0.418	1.575	0.002	1.262	PDTBf	0.115	41.8 (11.5)
1217	evidently,	PDTB.Cause	67.0	3745.0	28.0	0.418	1.575	0.001	1.262	PDTBf	0.115	41.8 (11.5)
9910	presently,	RTE.entailment	115.0	1395.0	48.0	0.417	0.828	-0.004	0.851	RTE	0.504	41.7 (50.4)
10583	especially,	MNLI.neutral	1709.0	134009.0	713.0	0.417	1.253	0.0	1.145	MNLI	0.333	41.7 (33.3)
10584	gradually,	MNLI.entailment	791.0	134364.0	330.0	0.417	1.25	0.0	1.143	MNLI	0.334	41.7 (33.4)
12656	sadly,	QNLI.entailment	175.0	48224.0	73.0	0.417	0.835	-0.0	0.859	QNLI	0.5	41.7 (50.0)
12657	frequently,	QNLI.entailment	223.0	48224.0	93.0	0.417	0.835	-0.0	0.858	QNLI	0.5	41.7 (50.0)
1170	however	PDTB.Contrast	48.0	1767.0	20.0	0.417	3.327	0.001	1.5	PDTBf	0.054	41.7 (5.4)
9547	then,	MRPC.not-paraphrase	48.0	1323.0	20.0	0.417	1.284	0.001	1.158	MRPC	0.325	41.7 (32.5)
13546	similarly,	STS.similar	120.0	2467.0	50.0	0.417	1.224	0.001	1.131	STS	0.565	41.7 (56.5)
8567	probably,	Sarcasm.sarcasm	48.0	2107.0	20.0	0.417	0.835	-0.001	0.859	Sarcasm	0.499	41.7 (49.9)
14633	by_contrast,	SUBJ.objective	144.0	4485.0	60.0	0.417	0.836	-0.001	0.86	SUBJ	0.498	41.7 (49.8)
12659	currently,	QNLI.not_entailment	3308.0	48313.0	1377.0	0.416	0.832	-0.003	0.856	QNLI	0.5	41.6 (50.0)
10585	regardless,	MNLI.neutral	1264.0	134009.0	526.0	0.416	1.25	0.0	1.142	MNLI	0.333	41.6 (33.3)
8568	personally,	Sarcasm.sarcasm	113.0	2107.0	47.0	0.416	0.834	-0.002	0.858	Sarcasm	0.499	41.6 (49.9)
79	thereafter,	PDTB.Entrel	77.0	4419.0	32.0	0.416	1.765	0.001	1.308	PDTB	0.135	41.6 (13.5)
12658	this,	QNLI.entailment	65.0	48224.0	27.0	0.415	0.832	-0.0	0.856	QNLI	0.5	41.5 (50.0)
9912	incidentally,	RTE.entailment	65.0	1395.0	27.0	0.415	0.824	-0.002	0.848	RTE	0.504	41.5 (50.4)
8569	again,	Sarcasm.sarcasm	212.0	2107.0	88.0	0.415	0.832	-0.004	0.857	Sarcasm	0.499	41.5 (49.9)
302	instead,	PDTB.Expansion	152.0	7633.0	63.0	0.414	1.019	0.0	1.013	PDTB	0.234	41.4 (23.4)
10586	meanwhile,	MNLI.contradiction	99.0	134101.0	41.0	0.414	1.243	0.0	1.138	MNLI	0.333	41.4 (33.3)
12660	alternatively	QNLI.entailment	58.0	48224.0	24.0	0.414	0.828	-0.0	0.854	QNLI	0.5	41.4 (50.0)
80	originally,	PDTB.Entrel	145.0	4419.0	60.0	0.414	1.758	0.001	1.304	PDTB	0.135	41.4 (13.5)
61	in_sum,	PDTB.Contingency	116.0	3808.0	48.0	0.414	2.04	0.001	1.36	PDTB	0.117	41.4 (11.7)
81	separately,	PDTB.Entrel	1281.0	4419.0	530.0	0.414	1.757	0.012	1.304	PDTB	0.135	41.4 (13.5)
7912	well,	EmoBankDominance.low	63.0	4411.0	26.0	0.413	0.673	-0.002	0.658	EmoBankD	0.613	41.3 (61.3)
82	together,	PDTB.Entrel	80.0	4419.0	33.0	0.412	1.752	0.001	1.301	PDTB	0.135	41.2 (13.5)
10587	generally,	MNLI.contradiction	3709.0	134101.0	1528.0	0.412	1.236	0.001	1.134	MNLI	0.333	41.2 (33.3)
7913	plus,	EmoBankDominance.low	51.0	4411.0	21.0	0.412	0.671	-0.001	0.657	EmoBankD	0.613	41.2 (61.3)
10588	personally,	MNLI.neutral	3395.0	134009.0	1396.0	0.411	1.235	0.001	1.133	MNLI	0.333	41.1 (33.3)
7485	truly,	EmoBankDominance.high	90.0	2779.0	37.0	0.411	1.064	0.0	1.042	EmoBankD	0.387	41.1 (38.7)
83	typically,	PDTB.Entrel	73.0	4419.0	30.0	0.411	1.746	0.001	1.298	PDTB	0.135	41.1 (13.5)
7486	seriously,	EmoBankDominance.high	56.0	2779.0	23.0	0.411	1.063	0.0	1.041	EmoBankD	0.387	41.1 (38.7)
14635	rather,	SUBJ.objective	78.0	4485.0	32.0	0.41	0.823	-0.001	0.851	SUBJ	0.498	41.0 (49.8)
7277	perhaps,	EmoBankArousal.high	61.0	2985.0	25.0	0.41	0.845	-0.001	0.873	EmoBankA	0.485	41.0 (48.5)
12662	simultaneously	QNLI.entailment	227.0	48224.0	93.0	0.41	0.82	-0.0	0.848	QNLI	0.5	41.0 (50.0)
7303	so,	EmoBankArousal.low	83.0	3169.0	34.0	0.41	0.795	-0.001	0.822	EmoBankA	0.515	41.0 (51.5)
6712	slowly,	EmoBankValence.high	105.0	2501.0	43.0	0.41	0.949	-0.0	0.963	EmoBankV	0.432	41.0 (43.2)
12663	mostly,	QNLI.not_entailment	66.0	48313.0	27.0	0.409	0.817	-0.0	0.845	QNLI	0.5	40.9 (50.0)
10589	preferably,	MNLI.entailment	186.0	134364.0	76.0	0.409	1.224	0.0	1.126	MNLI	0.334	40.9 (33.4)
7304	plus,	EmoBankArousal.low	49.0	3169.0	20.0	0.408	0.793	-0.001	0.82	EmoBankA	0.515	40.8 (51.5)
10592	meaning,	MNLI.entailment	4689.0	134364.0	1911.0	0.408	1.221	0.001	1.124	MNLI	0.334	40.8 (33.4)
10590	historically,	MNLI.neutral	4165.0	134009.0	1697.0	0.407	1.224	0.001	1.126	MNLI	0.333	40.7 (33.3)
482	inevitably,	PDTB.Expansion	81.0	7633.0	33.0	0.407	1.002	0.0	1.001	PDTB	0.234	40.7 (23.4)
12664	significantly,	QNLI.entailment	1242.0	48224.0	505.0	0.407	0.814	-0.001	0.843	QNLI	0.5	40.7 (50.0)
12097	realistically,	QQP.duplicate	8931.0	120732.0	3631.0	0.407	1.101	0.001	1.063	QQP	0.369	40.7 (36.9)
2513	surely,	MRDA.Understanding Check	64.0	769.0	26.0	0.406	8.513	0.001	1.604	MRDA	0.052	40.6 (5.2)
11839	maybe,	SST-2.negative	96.0	26831.0	39.0	0.406	0.918	-0.0	0.939	SST-2	0.443	40.6 (44.3)
10593	ironically,	MNLI.neutral	3166.0	134009.0	1286.0	0.406	1.22	0.001	1.123	MNLI	0.333	40.6 (33.3)
10594	sometimes,	MNLI.neutral	1692.0	134009.0	687.0	0.406	1.219	0.0	1.123	MNLI	0.333	40.6 (33.3)
10595	ultimately,	MNLI.neutral	1158.0	134009.0	470.0	0.406	1.219	0.0	1.123	MNLI	0.333	40.6 (33.3)
10596	here,	MNLI.entailment	1242.0	134364.0	504.0	0.406	1.216	0.0	1.121	MNLI	0.334	40.6 (33.4)
10597	moreover	MNLI.entailment	718.0	134364.0	291.0	0.405	1.214	0.0	1.12	MNLI	0.334	40.5 (33.4)
10599	truly,	MNLI.entailment	2455.0	134364.0	994.0	0.405	1.213	0.0	1.119	MNLI	0.334	40.5 (33.4)
10598	locally,	MNLI.neutral	1358.0	134009.0	549.0	0.404	1.214	0.0	1.12	MNLI	0.333	40.4 (33.3)
66	frankly,	PDTB.Contingency	198.0	3808.0	80.0	0.404	1.992	0.002	1.338	PDTB	0.117	40.4 (11.7)
7306	really,	EmoBankArousal.low	52.0	3169.0	21.0	0.404	0.784	-0.001	0.814	EmoBankA	0.515	40.4 (51.5)
10600	remarkably,	MNLI.neutral	2161.0	134009.0	872.0	0.404	1.212	0.0	1.118	MNLI	0.333	40.4 (33.3)
10601	traditionally,	MNLI.neutral	2142.0	134009.0	864.0	0.403	1.211	0.0	1.118	MNLI	0.333	40.3 (33.3)
10602	theoretically,	MNLI.neutral	1262.0	134009.0	509.0	0.403	1.211	0.0	1.118	MNLI	0.333	40.3 (33.3)
10603	furthermore	MNLI.neutral	124.0	134009.0	50.0	0.403	1.211	0.0	1.118	MNLI	0.333	40.3 (33.3)
10604	afterward	MNLI.contradiction	216.0	134101.0	87.0	0.403	1.209	0.0	1.117	MNLI	0.333	40.3 (33.3)
10605	thereafter,	MNLI.entailment	1212.0	134364.0	488.0	0.403	1.206	0.0	1.115	MNLI	0.334	40.3 (33.4)
11840	on_the_other_hand	SST-2.negative	77.0	26831.0	31.0	0.403	0.91	-0.0	0.933	SST-2	0.443	40.3 (44.3)
10606	lately,	MNLI.neutral	907.0	134009.0	363.0	0.4	1.202	0.0	1.112	MNLI	0.333	40.0 (33.3)
7283	here,	EmoBankArousal.high	60.0	2985.0	24.0	0.4	0.825	-0.001	0.858	EmoBankA	0.485	40.0 (48.5)
872	obviously,	PDTB.Expansion	55.0	7633.0	22.0	0.4	0.984	-0.0	0.989	PDTB	0.234	40.0 (23.4)
9550	later,	MRPC.not-paraphrase	100.0	1323.0	40.0	0.4	1.232	0.002	1.126	MRPC	0.325	40.0 (32.5)
7493	meanwhile,	EmoBankDominance.high	65.0	2779.0	26.0	0.4	1.035	0.0	1.022	EmoBankD	0.387	40.0 (38.7)
72	perhaps,	PDTB.Contingency	85.0	3808.0	34.0	0.4	1.972	0.001	1.329	PDTB	0.117	40.0 (11.7)
3480	besides,	SwitchBoard.Yes-No-Question	100.0	2932.0	40.0	0.4	2.871	0.001	1.434	SwitchBoard	0.145	40.0 (14.5)
10607	honestly,	MNLI.contradiction	2057.0	134101.0	822.0	0.4	1.199	0.0	1.111	MNLI	0.333	40.0 (33.3)
10608	secondly,	MNLI.neutral	278.0	134009.0	111.0	0.399	1.199	0.0	1.11	MNLI	0.333	39.9 (33.3)
11911	only,	SST-2.positive	273.0	33784.0	109.0	0.399	0.716	-0.001	0.737	SST-2	0.557	39.9 (55.7)
10609	locally,	MNLI.entailment	1358.0	134364.0	542.0	0.399	1.196	0.0	1.109	MNLI	0.334	39.9 (33.4)
10610	afterward	MNLI.neutral	216.0	134009.0	86.0	0.398	1.196	0.0	1.108	MNLI	0.333	39.8 (33.3)
3482	seriously,	SwitchBoard.Yes-No-Question	546.0	2932.0	217.0	0.397	2.852	0.007	1.428	SwitchBoard	0.145	39.7 (14.5)
10611	once,	MNLI.neutral	1412.0	134009.0	561.0	0.397	1.193	0.0	1.107	MNLI	0.333	39.7 (33.3)
11912	realistically,	SST-2.positive	73.0	33784.0	29.0	0.397	0.713	-0.0	0.734	SST-2	0.557	39.7 (55.7)
10612	first,	MNLI.neutral	647.0	134009.0	257.0	0.397	1.193	0.0	1.107	MNLI	0.333	39.7 (33.3)
889	in_sum,	PDTB.Expansion	116.0	7633.0	46.0	0.397	0.975	-0.0	0.983	PDTB	0.234	39.7 (23.4)
10614	together,	MNLI.entailment	616.0	134364.0	244.0	0.396	1.186	0.0	1.103	MNLI	0.334	39.6 (33.4)
10615	seriously,	MNLI.entailment	2551.0	134364.0	1009.0	0.396	1.185	0.0	1.102	MNLI	0.334	39.6 (33.4)
10613	amazingly,	MNLI.neutral	2238.0	134009.0	885.0	0.395	1.188	0.0	1.103	MNLI	0.333	39.5 (33.3)
7311	absolutely,	EmoBankArousal.low	109.0	3169.0	43.0	0.394	0.766	-0.002	0.801	EmoBankA	0.515	39.4 (51.5)
10616	together,	MNLI.neutral	616.0	134009.0	243.0	0.394	1.185	0.0	1.102	MNLI	0.333	39.4 (33.3)
3466	anyway,	SwitchBoard.Conventional-closing	208.0	582.0	82.0	0.394	14.254	0.004	1.605	SwitchBoard	0.029	39.4 (2.9)
10617	increasingly,	MNLI.entailment	1397.0	134364.0	550.0	0.394	1.179	0.0	1.099	MNLI	0.334	39.4 (33.4)
12753	finally,	STAC.no_relation	277.0	2543.0	109.0	0.394	1.931	0.004	1.313	STAC	0.213	39.4 (21.3)
5522	coincidentally,	Formality.low	56.0	2111.0	22.0	0.393	0.758	-0.002	0.794	Formality	0.518	39.3 (51.8)
1206	importantly,	PDTB.Conjunction	56.0	3158.0	22.0	0.393	1.755	0.001	1.278	PDTBf	0.097	39.3 (9.7)
10618	in_the_meantime,	MNLI.neutral	344.0	134009.0	135.0	0.392	1.179	0.0	1.098	MNLI	0.333	39.2 (33.3)
9994	namely,	Cola.not-well-formed	51.0	2850.0	20.0	0.392	1.32	0.001	1.156	Cola	0.297	39.2 (29.7)
4718	separately,	Emergent.for	250.0	1108.0	98.0	0.392	0.826	-0.009	0.864	Emergent	0.475	39.2 (47.5)
10619	increasingly,	MNLI.neutral	1397.0	134009.0	547.0	0.392	1.176	0.0	1.096	MNLI	0.333	39.2 (33.3)
14156	simultaneously	SICKE.entailment	871.0	1443.0	341.0	0.392	1.357	0.018	1.169	SICKE	0.289	39.2 (28.9)
4820	especially,	Verifiability.non-experiential	92.0	987.0	36.0	0.391	2.516	0.003	1.387	Verifiability	0.156	39.1 (15.6)
11913	ironically,	SST-2.positive	92.0	33784.0	36.0	0.391	0.702	-0.0	0.727	SST-2	0.557	39.1 (55.7)
10620	conversely	MNLI.contradiction	8807.0	134101.0	3445.0	0.391	1.174	0.001	1.095	MNLI	0.333	39.1 (33.3)
6723	elsewhere,	EmoBankValence.high	105.0	2501.0	41.0	0.39	0.905	-0.001	0.932	EmoBankV	0.432	39.0 (43.2)
10621	honestly,	MNLI.neutral	2057.0	134009.0	802.0	0.39	1.171	0.0	1.093	MNLI	0.333	39.0 (33.3)
12669	generally,	QNLI.not_entailment	2402.0	48313.0	936.0	0.39	0.779	-0.003	0.818	QNLI	0.5	39.0 (50.0)
7503	so,	EmoBankDominance.high	95.0	2779.0	37.0	0.389	1.008	0.0	1.005	EmoBankD	0.387	38.9 (38.7)
10622	often,	MNLI.contradiction	1544.0	134101.0	601.0	0.389	1.168	0.0	1.092	MNLI	0.333	38.9 (33.3)
1240	now,	PDTB.Cause	126.0	3745.0	49.0	0.389	1.465	0.001	1.202	PDTBf	0.115	38.9 (11.5)
10623	ideally,	MNLI.neutral	1453.0	134009.0	565.0	0.389	1.168	0.0	1.091	MNLI	0.333	38.9 (33.3)
10625	soon,	MNLI.entailment	1573.0	134364.0	609.0	0.387	1.16	0.0	1.087	MNLI	0.334	38.7 (33.4)
1162	then,	PDTB.Asynchronous	155.0	617.0	60.0	0.387	8.853	0.004	1.56	PDTBf	0.019	38.7 (1.9)
7292	separately,	EmoBankArousal.high	124.0	2985.0	48.0	0.387	0.798	-0.002	0.84	EmoBankA	0.485	38.7 (48.5)
1243	presumably,	PDTB.Cause	199.0	3745.0	77.0	0.387	1.458	0.002	1.198	PDTBf	0.115	38.7 (11.5)
10624	initially,	MNLI.neutral	2829.0	134009.0	1093.0	0.386	1.16	0.0	1.087	MNLI	0.333	38.6 (33.3)
12670	again,	QNLI.entailment	57.0	48224.0	22.0	0.386	0.773	-0.0	0.815	QNLI	0.5	38.6 (50.0)
11914	because_of_this	SST-2.positive	456.0	33784.0	176.0	0.386	0.692	-0.001	0.721	SST-2	0.557	38.6 (55.7)
923	significantly,	PDTB.Expansion	311.0	7633.0	120.0	0.386	0.949	-0.0	0.966	PDTB	0.234	38.6 (23.4)
47	however	PDTB.Comparison	70.0	2124.0	27.0	0.386	3.409	0.001	1.444	PDTB	0.065	38.6 (6.5)
11850	lastly,	SST-2.negative	83.0	26831.0	32.0	0.386	0.871	-0.0	0.907	SST-2	0.443	38.6 (44.3)
12671	for_instance	QNLI.entailment	192.0	48224.0	74.0	0.385	0.772	-0.0	0.814	QNLI	0.5	38.5 (50.0)
10626	essentially,	MNLI.neutral	1540.0	134009.0	593.0	0.385	1.156	0.0	1.085	MNLI	0.333	38.5 (33.3)
1245	already,	PDTB.Cause	413.0	3745.0	159.0	0.385	1.451	0.004	1.194	PDTBf	0.115	38.5 (11.5)
9999	unfortunately,	Cola.not-well-formed	52.0	2850.0	20.0	0.385	1.295	0.0	1.142	Cola	0.297	38.5 (29.7)
7786	undoubtedly,	EmoBankDominance.high	52.0	2779.0	20.0	0.385	0.995	-0.0	0.997	EmoBankD	0.387	38.5 (38.7)
9551	altogether,	MRPC.not-paraphrase	78.0	1323.0	30.0	0.385	1.185	0.001	1.098	MRPC	0.325	38.5 (32.5)
7784	immediately,	EmoBankDominance.high	117.0	2779.0	45.0	0.385	0.995	-0.0	0.997	EmoBankD	0.387	38.5 (38.7)
10627	recently,	MNLI.entailment	927.0	134364.0	356.0	0.384	1.15	0.0	1.081	MNLI	0.334	38.4 (33.4)
14157	likewise,	SICKE.entailment	99.0	1443.0	38.0	0.384	1.33	0.002	1.155	SICKE	0.289	38.4 (28.9)
10628	recently,	MNLI.neutral	927.0	134009.0	355.0	0.383	1.15	0.0	1.081	MNLI	0.333	38.3 (33.3)
12105	overall,	QQP.duplicate	222.0	120732.0	85.0	0.383	1.037	0.0	1.022	QQP	0.369	38.3 (36.9)
10629	therefore	MNLI.entailment	1484.0	134364.0	568.0	0.383	1.146	0.0	1.079	MNLI	0.334	38.3 (33.4)
101	previously,	PDTB.Entrel	162.0	4419.0	62.0	0.383	1.626	0.001	1.239	PDTB	0.135	38.3 (13.5)
88	inevitably,	PDTB.Contingency	81.0	3808.0	31.0	0.383	1.886	0.001	1.291	PDTB	0.117	38.3 (11.7)
12672	immediately,	QNLI.entailment	494.0	48224.0	189.0	0.383	0.766	-0.001	0.811	QNLI	0.5	38.3 (50.0)
89	obviously,	PDTB.Contingency	55.0	3808.0	21.0	0.382	1.882	0.001	1.289	PDTB	0.117	38.2 (11.7)
7796	instead,	EmoBankDominance.high	55.0	2779.0	21.0	0.382	0.988	-0.0	0.992	EmoBankD	0.387	38.2 (38.7)
10630	originally,	MNLI.neutral	5130.0	134009.0	1958.0	0.382	1.146	0.001	1.079	MNLI	0.333	38.2 (33.3)
10631	thirdly,	MNLI.neutral	76.0	134009.0	29.0	0.382	1.146	0.0	1.079	MNLI	0.333	38.2 (33.3)
11916	however	SST-2.positive	202.0	33784.0	77.0	0.381	0.684	-0.001	0.715	SST-2	0.557	38.1 (55.7)
10632	meantime,	MNLI.neutral	126.0	134009.0	48.0	0.381	1.144	0.0	1.078	MNLI	0.333	38.1 (33.3)
1197	in_short,	PDTB.Restatement	71.0	2693.0	27.0	0.38	1.993	0.001	1.306	PDTBf	0.083	38.0 (8.3)
1251	unfortunately,	PDTB.Cause	71.0	3745.0	27.0	0.38	1.433	0.001	1.185	PDTBf	0.115	38.0 (11.5)
10633	truly,	MNLI.neutral	2455.0	134009.0	933.0	0.38	1.141	0.0	1.076	MNLI	0.333	38.0 (33.3)
11852	traditionally,	SST-2.negative	79.0	26831.0	30.0	0.38	0.858	-0.0	0.899	SST-2	0.443	38.0 (44.3)
10635	inevitably,	MNLI.entailment	748.0	134364.0	284.0	0.38	1.137	0.0	1.074	MNLI	0.334	38.0 (33.4)
10634	thereafter,	MNLI.contradiction	1212.0	134101.0	460.0	0.38	1.139	0.0	1.075	MNLI	0.333	38.0 (33.3)
12673	curiously,	QNLI.entailment	1107.0	48224.0	420.0	0.379	0.76	-0.001	0.806	QNLI	0.5	37.9 (50.0)
1253	as_a_result,	PDTB.Cause	232.0	3745.0	88.0	0.379	1.429	0.002	1.184	PDTBf	0.115	37.9 (11.5)
941	generally,	PDTB.Expansion	58.0	7633.0	22.0	0.379	0.933	-0.0	0.956	PDTB	0.234	37.9 (23.4)
14158	similarly,	SICKE.entailment	227.0	1443.0	86.0	0.379	1.313	0.004	1.145	SICKE	0.289	37.9 (28.9)
12674	usually,	QNLI.entailment	185.0	48224.0	70.0	0.378	0.757	-0.0	0.805	QNLI	0.5	37.8 (50.0)
10636	by_doing_this,	MNLI.neutral	680.0	134009.0	257.0	0.378	1.135	0.0	1.072	MNLI	0.333	37.8 (33.3)
13533	suddenly,	STS.dissimilar	257.0	1902.0	97.0	0.377	1.438	0.004	1.185	STS	0.435	37.7 (43.5)
14639	yet,	SUBJ.objective	265.0	4485.0	100.0	0.377	0.757	-0.004	0.806	SUBJ	0.498	37.7 (49.8)
1225	and	PDTB.Conjunction	130.0	3158.0	49.0	0.377	1.684	0.001	1.246	PDTBf	0.097	37.7 (9.7)
3489	plus,	SwitchBoard.Statement-non-opinion	69.0	3167.0	26.0	0.377	2.504	0.001	1.363	SwitchBoard	0.156	37.7 (15.6)
953	thereafter,	PDTB.Expansion	77.0	7633.0	29.0	0.377	0.926	-0.0	0.952	PDTB	0.234	37.7 (23.4)
